pH,turbidity_NTU,temperature_C,DO_mg_L,conductivity_uS_cm,EC25_uS_cm,TDS_mg_L,reuse_label
3.626,20.0,23.79,0.287,4066.08,4166.919450707112,2916.8436154949786,not_usable
7.135,3.36,20.25,7.065,642.97,710.4640883977901,497.324861878453,irrigation
2.726,29.731,28.35,1.292,5620.06,5267.160262417995,3687.012183692597,not_usable
6.841,7.098,24.33,4.99,1391.26,1410.1560916278129,987.1092641394688,irrigation
7.428,24.99,26.35,2.673,2301.27,2240.7692307692305,1568.5384615384612,cooling
7.722,2.16,32.0,6.361,1207.11,1058.8684210526314,741.2078947368419,irrigation
6.812,32.56,28.73,1.971,1354.86,1260.8040201005024,882.5628140703516,not_usable
7.616,1.549,24.48,7.57,1111.35,1123.0295068714631,786.1206548100241,irrigation
6.805,4.291,24.56,7.782,587.39,592.6049233252623,414.8234463276836,irrigation
6.5,3.25,26.33,5.584,1445.42,1407.9680498733685,985.577634911358,irrigation
3.551,41.138,22.86,0.516,4806.05,5020.946510656081,3514.6625574592567,not_usable
7.75,33.815,24.36,3.215,1646.99,1668.3448136142626,1167.8413695299837,cooling
7.485,3.737,28.27,6.324,814.54,764.539140229022,535.1773981603154,irrigation
7.673,8.716,30.22,2.96,1780.33,1612.0336834480258,1128.423578413618,cooling
3.376,20.0,23.31,1.235,5007.81,5182.995239080937,3628.096667356656,not_usable
7.508,0.683,24.12,7.231,740.64,753.9087947882736,527.7361563517915,irrigation
7.897,3.0,35.81,3.21,1000.0,822.2331853313599,575.5632297319519,cooling
8.088,11.883,30.25,3.16,1441.99,1304.9683257918552,913.4778280542986,cooling
6.443,6.0,22.7,4.239,530.13,555.6918238993711,388.9842767295598,irrigation
10.814,28.931,20.34,1.681,4719.25,5204.289810322011,3643.002867225408,not_usable
7.627,16.388,29.04,2.161,1861.1,1721.9652109548483,1205.3756476683936,cooling
7.239,3.438,26.54,6.747,669.0,649.0104772991851,454.3073341094296,irrigation
8.032,9.88,27.23,2.431,1454.2,1392.111813134214,974.4782691939498,cooling
8.094,10.618,34.0,2.849,2148.78,1821.0,1274.7,cooling
7.0,10.825,35.33,4.314,1881.85,1559.6303663185813,1091.741256423007,cooling
7.689,5.953,22.23,7.15,880.74,932.3946644082152,652.6762650857505,irrigation
11.767,46.274,27.11,1.92,6265.93,6012.2145461523705,4208.550182306659,not_usable
8.131,18.795,28.31,4.681,1375.07,1289.6923654098666,902.7846557869066,cooling
13.077,50.843,29.26,0.802,4295.4,3958.1643936601545,2770.715075562108,not_usable
7.0,8.518,39.7,4.403,2082.16,1609.0880989180832,1126.361669242658,irrigation
7.842,2.278,21.06,6.808,777.57,844.0838037342597,590.8586626139818,irrigation
11.204,56.677,24.72,0.244,7133.63,7173.803298471441,5021.662308930008,not_usable
14.0,42.485,38.62,1.278,5276.33,4146.754165356806,2902.727915749764,not_usable
2.788,20.0,24.77,1.555,6444.84,6474.623267028331,4532.236286919831,not_usable
3.668,48.399,38.77,0.87,6854.73,5374.572683079818,3762.200878155872,not_usable
7.008,1.859,27.17,8.143,1269.26,1216.4654015717845,851.5257811002491,irrigation
12.27,44.301,25.03,2.623,3905.84,3903.497901259245,2732.448530881471,not_usable
11.794,57.471,27.5,0.82,3529.42,3361.352380952381,2352.9466666666663,not_usable
7.774,3.0,36.35,2.411,2160.08,1760.4563977180112,1232.3194784026075,cooling
7.957,12.763,33.78,3.322,1787.78,1520.7383463763183,1064.516842463423,cooling
2.739,68.54,40.0,1.955,3000.0,2307.692307692308,1615.3846153846152,not_usable
7.809,6.175,35.19,4.561,3500.0,2907.4597109154347,2035.221797640804,cooling
7.959,9.918,40.02,3.537,1224.12,941.3411258074436,658.9387880652106,cooling
8.249,3.0,35.02,4.48,1537.61,1280.9146951016326,896.6402865711427,irrigation
8.161,4.145,30.62,7.422,890.68,800.6832074793239,560.4782452355266,irrigation
7.315,12.563,37.43,3.554,2344.45,1877.6629825404448,1314.3640877783116,cooling
8.61,22.938,24.75,4.11,657.58,660.8844221105528,462.6190954773869,cooling
10.531,48.511,11.66,0.0,6463.76,8815.82105837425,6171.074740861975,not_usable
7.423,3.266,25.9,6.18,364.24,357.7996070726916,250.4597249508841,irrigation
7.122,3.828,27.91,5.119,861.14,813.7781137781137,569.6446796446795,irrigation
6.23,6.0,22.24,2.334,1510.27,1598.5076206604572,1118.95533446232,cooling
7.206,3.342,24.33,6.481,752.43,762.6495033448206,533.8546523413744,irrigation
8.144,10.059,41.09,2.0,1000.0,756.5441065214102,529.5808745649871,not_usable
11.466,35.993,33.04,1.46,6811.26,5867.729152308752,4107.410406616126,not_usable
7.948,6.924,33.46,3.657,2779.43,2377.206637016764,1664.0446459117345,cooling
6.938,6.284,22.92,8.173,910.33,949.8434891485808,664.8904424040066,irrigation
7.713,25.07,24.14,3.541,1434.19,1459.2897842897844,1021.502849002849,cooling
12.318,33.946,33.93,3.0,5214.03,4423.918208043441,3096.7427456304085,not_usable
8.234,7.317,35.92,2.75,3035.21,2491.144123440578,1743.8008864084045,cooling
8.096,18.377,37.87,3.046,2190.53,1742.1107046285988,1219.4774932400192,cooling
8.929,26.587,32.83,2.589,692.5,598.737679405153,419.1163755836071,cooling
7.586,2.626,25.85,7.351,994.85,978.220255653884,684.7541789577186,irrigation
7.058,32.711,23.96,3.965,2214.98,2262.03022875817,1583.4211601307188,cooling
7.648,3.0,32.95,2.0,3439.39,2967.5496117342536,2077.2847282139774,not_usable
11.743,40.186,32.58,2.017,4939.94,4289.631816602987,3002.742271622091,not_usable
12.334,44.099,30.67,1.615,4320.11,3880.105981677744,2716.0741871744203,not_usable
13.829,20.0,18.97,1.237,4059.42,4616.124630429839,3231.287241300887,not_usable
7.28,5.379,27.23,6.27,1297.74,1242.3319931074095,869.6323951751866,irrigation
7.915,10.667,38.05,3.082,1000.0,793.0214115781126,555.1149881046788,cooling
7.991,4.684,41.05,3.999,1894.76,1434.337623012869,1004.0363361090084,cooling
3.568,45.391,24.58,1.815,6017.82,6068.797902379992,4248.158531665994,not_usable
7.58,27.433,36.87,2.457,1922.83,1553.9275901082915,1087.749313075804,cooling
6.802,2.823,24.25,8.493,1071.72,1088.040609137056,761.6284263959392,irrigation
7.629,11.112,40.15,2.888,1858.37,1426.2240982348426,998.3568687643898,cooling
7.439,1.546,26.61,8.301,1355.78,1313.4857585739198,919.4400310017438,irrigation
3.312,40.64,30.75,2.355,6213.48,5572.627802690583,3900.839461883408,not_usable
8.29,4.91,33.7,3.598,1711.86,1458.143100511073,1020.7001703577512,cooling
8.799,3.0,34.66,4.601,1129.12,946.2956754944686,662.4069728461279,irrigation
8.611,10.508,35.54,2.267,1910.78,1578.1136438718204,1104.6795507102745,cooling
6.945,19.437,34.05,4.346,1924.03,1629.1532599491954,1140.4072819644368,cooling
6.73,2.538,24.05,7.061,805.94,821.5494393476046,575.0846075433232,irrigation
6.823,4.221,24.03,7.005,951.55,970.3752804405464,679.2626963083825,irrigation
6.941,3.685,28.45,7.984,622.66,582.4695977549111,407.7287184284377,irrigation
8.059,11.647,31.62,4.514,2418.14,2135.411515365595,1494.7880607559164,cooling
7.733,17.827,27.59,2.704,1749.36,1663.2059326868225,1164.2441528807756,cooling
11.64,56.117,31.3,1.732,4114.67,3654.236234458259,2557.965364120781,not_usable
7.651,18.638,32.62,2.363,1184.86,1028.1673030197849,719.7171121138493,cooling
6.494,18.774,25.55,4.8,1689.23,1670.850642927794,1169.5954500494558,cooling
8.111,6.739,34.58,3.154,2521.72,2116.2470627727425,1481.3729439409196,cooling
3.068,24.98,26.38,0.0,5513.68,5365.589723627871,3755.912806539509,not_usable
7.74,0.958,22.76,5.076,709.33,742.5984087102178,519.8188860971524,irrigation
7.89,2.095,29.12,7.92,1150.0,1062.4538063562454,743.7176644493718,irrigation
7.448,2.875,28.23,6.457,1027.65,965.2921284989668,675.7044899492768,irrigation
11.661,38.227,28.0,1.024,8661.88,8171.584905660376,5720.109433962263,not_usable
7.811,6.052,35.17,2.3,2943.8,2446.2356656140937,1712.3649659298655,cooling
7.811,6.762,27.74,6.143,875.82,830.3185437997726,581.2229806598408,irrigation
7.535,3.499,23.4,6.998,511.16,528.0578512396695,369.6404958677686,irrigation
7.766,8.392,42.54,6.0,2328.54,1723.8229197512585,1206.676043825881,irrigation
7.551,4.85,36.69,4.903,1000.0,810.5041335710812,567.3528934997568,irrigation
7.527,3.0,38.15,3.655,1478.95,1170.9817893903405,819.6872525732383,cooling
10.757,44.424,39.81,0.95,3165.88,2442.43172349946,1709.702206449622,not_usable
7.678,13.617,28.97,5.829,2872.99,2661.654622938669,1863.1582360570685,cooling
3.407,20.0,32.11,1.79,4702.0,4116.617054806514,2881.63193836456,not_usable
7.805,10.897,29.19,2.864,2865.23,2643.688872485698,1850.5822107399888,cooling
7.642,4.903,41.46,3.716,1427.07,1073.6307553415586,751.541528739091,cooling
11.021,45.462,17.37,1.092,5328.96,6288.600424828888,4402.020297380222,not_usable
8.465,10.086,34.82,4.141,1429.2,1194.5837512537612,836.2086258776328,cooling
4.318,26.515,34.15,0.708,5331.26,4506.559594251902,3154.591715976331,not_usable
7.503,7.113,31.05,3.182,1000.0,892.0606601248885,624.4424620874219,cooling
2.018,74.911,23.33,1.171,6347.45,6566.780467618456,4596.746327332919,not_usable
7.665,28.416,24.01,4.328,1283.35,1309.273617629055,916.4915323403384,cooling
6.535,0.5,22.24,6.026,823.51,871.6236240474175,610.1365368331922,irrigation
7.873,6.339,34.56,2.882,1438.64,1207.7233042310277,845.4063129617193,cooling
3.636,44.73,28.7,0.63,4887.46,4550.707635009311,3185.495344506517,not_usable
7.069,4.402,24.26,7.535,724.92,735.809987819732,515.0669914738123,irrigation
7.506,2.034,28.42,6.036,1277.14,1195.376263571696,836.7633845001872,irrigation
7.9,8.342,35.49,3.424,2504.71,2070.3504711522564,1449.245329806579,cooling
7.625,3.488,27.65,6.071,803.63,763.1813865147199,534.2269705603039,irrigation
11.871,28.821,23.35,1.379,4804.14,4968.086866597725,3477.660806618407,not_usable
3.343,66.006,29.19,1.17,4799.56,4428.455434582026,3099.918804207418,not_usable
2.766,45.286,30.44,0.744,6207.41,5598.313492063492,3918.819444444444,not_usable
7.424,6.0,28.44,4.77,2462.9,2304.36002994012,1613.052020958084,cooling
9.5,9.912,32.2,4.348,1777.03,1553.347902097902,1087.3435314685312,not_usable
6.5,4.27,23.07,6.079,717.94,746.7651341793219,522.7355939255253,irrigation
7.772,4.919,37.0,4.309,1851.39,1493.0564516129034,1045.1395161290322,irrigation
13.132,65.909,37.4,1.354,6650.59,5328.9983974358975,3730.298878205128,not_usable
7.603,19.527,28.92,4.678,2138.67,1983.188056379822,1388.231639465875,cooling
2.72,45.621,23.63,1.769,4425.36,4550.03084515731,3185.021591610117,not_usable
7.173,8.678,30.4,4.191,1339.51,1208.9440433212997,846.2608303249098,irrigation
7.701,13.682,29.45,2.543,1573.14,1444.5730027548211,1011.2011019283748,cooling
6.89,4.181,19.4,5.261,710.53,800.1463963963963,560.1024774774774,irrigation
4.5,46.288,25.09,1.96,3232.73,3226.9215412257936,2258.845078858056,not_usable
6.0,6.0,30.29,4.175,1709.17,1545.641164767589,1081.9488153373125,irrigation
10.0,65.541,31.09,0.931,6946.88,6192.619005170262,4334.833303619183,not_usable
7.001,6.368,24.93,8.239,1454.58,1456.6192669737632,1019.633486881634,irrigation
7.405,6.778,45.0,3.612,2844.97,2032.1214285714289,1422.485,cooling
7.429,2.905,25.97,7.393,1253.92,1230.056896213459,861.0398273494212,irrigation
7.749,3.0,33.83,3.315,3163.1,2688.339282678905,1881.837497875233,cooling
7.112,2.146,22.88,5.908,494.68,516.5831244778614,361.6081871345029,irrigation
6.356,24.899,20.4,4.798,1258.86,1386.409691629956,970.486784140969,cooling
7.573,4.745,25.2,6.962,1044.62,1040.4581673306773,728.320717131474,irrigation
7.292,2.868,24.32,6.507,871.36,883.3738848337388,618.3617193836171,irrigation
7.574,3.988,29.56,6.116,964.41,883.8068181818182,618.6647727272727,irrigation
7.462,3.392,17.23,5.528,844.64,1000.047359696898,700.0331517878285,irrigation
7.648,9.89,29.46,5.759,619.51,568.7752478883584,398.1426735218509,irrigation
6.936,3.374,30.14,6.473,1136.72,1030.7580703663402,721.5306492564381,irrigation
7.955,3.0,34.15,3.449,1583.07,1338.182586644125,936.7278106508874,cooling
2.487,79.93,20.1,0.547,4928.02,5463.436807095344,3824.4057649667407,not_usable
6.0,25.136,29.36,2.823,1472.33,1354.2402501839588,947.9681751287712,cooling
2.0,42.348,31.33,1.99,4710.79,4181.421977631812,2926.9953843422686,not_usable
14.0,47.559,28.88,1.38,4964.91,4607.377505567929,3225.16425389755,not_usable
7.813,16.224,25.22,3.904,1940.16,1931.660692951016,1352.162485065711,cooling
7.421,0.5,24.52,7.3,1100.5,1111.1672051696285,777.8170436187398,irrigation
3.392,57.185,31.62,1.731,3000.0,2649.2405510420344,1854.468385729424,not_usable
8.291,6.694,30.46,3.275,2536.17,2286.485755499459,1600.5400288496214,cooling
3.231,44.375,23.71,1.333,6641.84,6817.737630876616,4772.416341613631,not_usable
7.56,6.0,23.96,4.19,500.0,510.6209150326797,357.4346405228758,irrigation
8.317,10.441,27.37,3.475,1600.22,1527.8021768187891,1069.4615237731523,cooling
3.138,20.0,26.81,1.83,5725.76,5525.728623817796,3868.010036672457,not_usable
7.495,6.272,30.88,3.511,2144.14,1918.5218324982104,1342.9652827487473,cooling
8.628,23.716,33.72,3.693,1360.85,1158.7619209809266,811.1333446866486,cooling
6.0,20.113,31.19,3.995,2007.57,1786.4121729845165,1250.4885210891614,cooling
14.0,45.632,36.43,0.933,3000.0,2441.80367898421,1709.262575288947,not_usable
7.219,3.88,24.19,5.0,735.14,747.245375076235,523.0717625533645,irrigation
7.109,1.653,19.35,5.737,1127.91,1271.6009019165729,890.120631341601,irrigation
7.02,3.478,18.48,6.55,741.31,852.4724011039557,596.7306807727689,irrigation
8.906,8.322,24.11,2.268,1824.35,1857.4119323966609,1300.1883526776624,cooling
8.525,4.65,32.68,2.332,1771.66,1535.7662968099862,1075.0364077669904,cooling
12.159,20.0,27.36,1.085,5942.15,5674.322001527884,3972.0254010695194,not_usable
7.3,42.259,27.68,2.976,2167.09,2056.843204252088,1439.7902429764615,cooling
7.767,2.803,22.88,6.438,813.44,849.4569757727653,594.6198830409356,irrigation
7.432,1.91,24.09,7.021,839.11,854.6649012018742,598.2654308413119,irrigation
7.441,9.684,30.32,4.711,1678.93,1517.4710773680404,1062.229754157628,irrigation
12.257,21.221,22.87,0.242,3925.41,4100.073114685607,2870.0511802799247,not_usable
7.927,18.08,30.45,3.728,2326.01,2097.394048692516,1468.1758340847612,cooling
10.361,41.529,26.14,1.053,6370.41,6228.402424716465,4359.8816973015255,not_usable
7.811,10.155,37.16,3.883,2614.2,2102.799227799228,1471.9594594594596,cooling
7.724,6.0,28.06,2.17,1399.74,1319.01620806634,923.311345646438,cooling
3.914,71.596,36.34,2.498,5471.4,4459.895663514834,3121.926964460384,not_usable
8.453,30.351,21.42,5.019,998.61,1075.6247307195174,752.9373115036622,cooling
7.877,4.19,27.01,6.891,967.26,929.878869448183,650.915208613728,irrigation
11.531,35.971,35.9,1.334,6930.42,5690.0,3983.0,not_usable
6.956,18.039,21.07,4.783,500.0,542.6524853483829,379.8567397438681,cooling
7.909,5.101,22.22,7.736,614.42,650.5929690808979,455.4150783566285,irrigation
7.14,3.417,32.0,6.606,807.66,708.4736842105262,495.93157894736834,irrigation
7.621,22.764,24.31,3.075,1810.53,1835.8649361184343,1285.105455282904,cooling
3.783,52.332,33.53,0.608,4170.14,3562.3953528105244,2493.676746967367,not_usable
7.304,5.413,22.12,6.397,435.42,462.0331069609508,323.4231748726655,irrigation
7.572,6.755,36.33,3.226,1183.28,964.6828631990868,675.2780042393608,cooling
7.915,3.652,26.59,6.877,465.42,451.07578988176,315.753052917232,irrigation
7.682,9.557,34.98,3.924,1921.9,1602.117372457486,1121.48216072024,cooling
13.93,55.038,25.66,0.292,3000.0,2960.915909988156,2072.641136991709,not_usable
6.822,4.422,26.67,7.586,976.62,945.0551577317592,661.5386104122314,irrigation
7.772,3.848,21.81,6.418,1052.48,1124.2042298654137,786.9429609057894,irrigation
7.95,4.081,34.64,4.477,2649.86,2221.5459423205903,1555.0821596244132,cooling
7.097,2.92,27.71,8.6,549.67,521.4095996964522,364.98671978751656,irrigation
3.04,62.732,40.0,2.842,6985.01,5373.084615384615,3761.1592307692304,not_usable
4.073,69.045,21.36,0.933,5736.51,6186.917601380501,4330.842320966351,not_usable
7.67,0.707,16.89,7.948,327.66,391.0957269037957,273.767008832657,potable_high_quality_reuse
13.177,59.543,22.87,1.403,3000.0,3133.486526007938,2193.4405682055567,not_usable
7.73,6.22,32.47,3.434,1328.95,1156.2119366626066,809.3483556638246,cooling
7.077,11.263,37.93,6.0,2005.15,1593.159065628476,1115.2113459399332,cooling
6.789,13.153,27.28,3.745,870.68,832.708492731446,582.8959449120122,cooling
8.483,17.732,34.07,3.97,1023.77,866.5735567970205,606.6014897579144,cooling
7.765,3.293,24.32,5.672,846.97,858.647607461476,601.0533252230332,irrigation
7.522,29.699,26.46,3.966,1287.66,1251.1270890011658,875.788962300816,cooling
6.925,0.5,19.72,6.501,1213.53,1356.8090339892665,949.7663237924864,irrigation
7.25,10.679,30.64,3.69,1567.78,1408.8605319913731,986.2023723939612,cooling
7.028,2.505,28.56,7.739,1053.24,983.2337565347276,688.2636295743092,irrigation
7.858,14.566,24.73,3.513,1992.27,2003.086668007239,1402.1606676050671,cooling
7.127,4.837,26.53,6.476,961.32,932.7770230933438,652.9439161653406,irrigation
7.373,3.119,28.84,5.049,699.67,649.7678306092124,454.8374814264487,irrigation
7.319,0.5,20.63,7.319,1034.06,1133.0922638614943,793.1645847030461,irrigation
8.163,3.0,41.34,3.861,2571.03,1937.767561049141,1356.4372927343986,cooling
8.374,13.283,40.29,3.147,1917.06,1468.1115025271863,1027.6780517690304,cooling
11.83,64.853,39.37,1.68,4346.21,3375.959297809539,2363.171508466677,not_usable
7.323,2.274,28.72,6.697,1086.62,1011.373790022338,707.9616530156366,irrigation
8.13,1.035,25.44,6.369,800.14,793.1601903251388,555.2121332275972,irrigation
7.609,3.0,31.69,4.89,2337.59,2061.7304639266185,1443.211324748633,irrigation
8.14,11.173,37.05,3.034,1806.51,1455.6889605157132,1018.9822723609992,cooling
7.329,5.495,24.61,7.387,354.61,357.3977020761943,250.178391453336,irrigation
7.601,2.654,26.65,6.417,1065.52,1031.481122942885,722.0367860600194,irrigation
7.519,0.5,29.48,7.873,1174.62,1078.0286343612336,754.6200440528635,irrigation
7.465,7.421,28.0,7.193,681.12,642.566037735849,449.7962264150943,irrigation
7.927,23.448,24.03,3.179,949.36,968.141953905772,677.6993677340404,cooling
7.575,17.795,34.83,4.701,500.0,417.8505766337958,292.495403643657,cooling
7.69,0.556,26.42,9.0,1177.28,1144.7685725398678,801.3380007779074,irrigation
8.208,0.5,25.86,7.0,564.84,555.2890287062526,388.7023200943768,potable_high_quality_reuse
8.249,10.605,43.41,5.808,2306.71,1685.9450372752524,1180.1615260926767,cooling
7.506,0.992,26.14,5.056,907.17,886.9475948377004,620.8633163863902,irrigation
6.419,6.0,29.59,4.543,2234.3,2046.4370763876168,1432.5059534713316,irrigation
8.232,8.165,33.47,4.822,1404.52,1201.060372840773,840.742260988541,irrigation
7.529,4.679,32.81,4.358,1499.78,1297.1631205673757,908.0141843971628,irrigation
8.071,5.061,33.89,3.03,1398.9,1187.7228731533369,831.4060112073357,cooling
6.351,13.172,29.75,3.667,1034.44,944.6940639269408,661.2858447488584,cooling
7.483,8.228,39.27,3.922,2407.24,1872.755562470826,1310.928893729578,cooling
7.554,3.0,33.4,3.214,1641.61,1405.48801369863,983.841609589041,cooling
7.763,3.918,26.37,5.991,1079.17,1050.389332295114,735.2725326065797,irrigation
3.973,49.978,28.38,2.372,3878.86,3633.2521543649314,2543.276508055452,not_usable
6.649,0.5,23.16,6.677,957.13,993.6980897009968,695.5886627906976,irrigation
12.755,26.853,26.17,1.696,4214.44,4118.076998241157,2882.653898768809,not_usable
7.807,1.938,27.09,6.52,958.51,920.0518333653292,644.0362833557305,irrigation
7.063,3.844,24.59,5.543,1045.81,1054.4565436579956,738.1195805605969,irrigation
7.75,22.205,35.04,3.834,1815.73,1512.1002664890073,1058.470186542305,cooling
9.194,22.634,25.12,3.809,1952.01,1947.3363926576217,1363.135474860335,not_usable
8.215,26.946,33.17,3.486,1474.29,1267.2253739040743,887.057761732852,cooling
7.572,25.5,31.68,1.737,1374.16,1212.208892025406,848.5462244177841,not_usable
7.76,14.97,37.41,4.973,1000.0,801.1536612722321,560.8075628905624,cooling
12.515,20.0,25.15,2.247,4759.02,4744.785643070789,3321.349950149552,not_usable
7.886,2.455,28.27,6.13,952.56,894.0867279894876,625.8607095926412,irrigation
3.193,20.747,28.69,0.881,4825.27,4493.639411436022,3145.547588005215,not_usable
7.278,2.275,24.22,7.166,782.26,794.6566436407965,556.2596505485575,irrigation
7.052,3.0,42.35,4.593,1666.19,1236.9636228656277,865.8745360059391,irrigation
7.06,4.79,22.46,7.387,263.79,277.9077117572693,194.53539823008848,irrigation
7.429,9.689,20.24,2.822,2114.34,2336.803713527852,1635.7625994694963,cooling
4.123,20.0,29.43,2.21,4726.94,4342.219364321146,3039.553555024802,not_usable
7.703,0.5,25.96,5.582,611.18,599.6664050235478,419.76648351648345,irrigation
7.546,4.679,36.27,2.575,1642.13,1340.07670964583,938.053696752081,cooling
7.662,3.066,33.78,5.702,2411.61,2051.386526029262,1435.9705682204833,irrigation
7.093,0.5,29.47,7.556,1267.07,1163.0897741876263,814.1628419313383,irrigation
8.552,29.952,30.37,3.062,891.41,804.9575582445368,563.4702907711758,cooling
7.632,5.463,35.56,3.732,1886.58,1557.6122853368558,1090.3285997357991,cooling
3.877,36.419,17.36,2.074,6961.95,8217.599150141643,5752.31940509915,not_usable
7.075,15.997,39.12,2.84,1943.92,1515.845290081098,1061.091703056769,cooling
8.425,15.715,30.52,3.389,1000.55,901.0716858789624,630.7501801152737,cooling
11.64,67.99,23.87,2.816,4427.34,4529.7114794352365,3170.798035604665,not_usable
7.877,4.297,28.66,7.99,838.24,781.0659709280657,546.7461796496459,irrigation
3.181,60.18,34.94,1.9,5449.51,4545.804137470805,3182.062896229563,not_usable
2.86,69.329,24.32,1.994,5712.11,5790.865774533657,4053.60604217356,not_usable
8.312,26.569,27.43,3.818,1356.25,1293.3911882510013,905.3738317757008,cooling
7.23,24.422,31.22,2.575,500.0,444.6816079686944,311.27712557808604,cooling
12.921,75.851,19.36,0.238,3303.52,3723.534715960325,2606.474301172227,not_usable
7.519,20.464,30.69,2.306,934.87,839.3517687196983,587.5462381037887,cooling
7.068,5.3,28.44,5.7,2557.93,2393.272829341317,1675.2909805389222,cooling
6.597,1.899,23.7,8.496,1195.64,1227.5564681724848,859.2895277207393,irrigation
7.38,12.977,22.63,4.015,1568.62,1646.6722653789627,1152.670585765274,cooling
7.928,24.468,25.75,2.266,2618.28,2579.586206896552,1805.7103448275864,cooling
6.58,23.663,28.82,1.646,1541.7,1432.2742474916388,1002.5919732441472,not_usable
7.079,7.153,24.6,6.143,1240.69,1250.695564516129,875.4868951612902,irrigation
7.337,0.5,21.37,5.846,984.19,1061.2357127453097,742.8649989217166,irrigation
7.524,23.182,31.62,3.228,1570.52,1386.8950900741786,970.826563051925,cooling
6.247,25.235,32.41,4.01,685.22,596.7775648841666,417.74429541891664,cooling
7.295,2.952,27.12,5.373,1066.65,1023.2636224098236,716.2845356868764,irrigation
7.996,20.111,23.07,1.717,1304.71,1357.0938215102974,949.9656750572082,not_usable
3.898,41.576,26.77,1.701,6222.99,6010.227931234304,4207.159551864012,not_usable
7.943,11.354,26.81,4.441,536.47,517.7282377919321,362.4097664543525,cooling
6.964,3.787,26.45,6.864,228.53,222.08940719144803,155.4625850340136,irrigation
7.326,1.889,24.64,5.598,1203.44,1212.167606768735,848.5173247381144,irrigation
7.939,24.338,30.79,4.31,2542.26,2278.419071518193,1594.8933500627354,cooling
7.988,11.635,34.44,3.5,2324.52,1955.3499327052489,1368.744952893674,cooling
8.342,8.753,42.07,3.623,1528.03,1139.1307589086027,797.3915312360218,cooling
11.209,44.249,15.63,2.536,3255.93,4006.805316268767,2804.7637213881367,not_usable
7.46,8.451,33.97,2.685,1119.58,949.279294556554,664.4955061895878,cooling
6.271,17.293,31.75,4.816,1763.55,1553.7885462555066,1087.6519823788549,cooling
6.415,18.161,30.79,3.468,2828.51,2534.961462627712,1774.473023839398,cooling
7.347,1.89,26.1,6.31,367.13,359.2270058708415,251.458904109589,potable_high_quality_reuse
8.5,2.931,27.02,5.949,1369.02,1315.8592848904268,921.1014994232988,irrigation
6.137,6.0,31.71,3.133,983.82,867.4131546464469,607.1892082525128,cooling
10.0,64.814,29.95,1.497,5718.27,5203.157415832576,3642.210191082803,not_usable
8.309,22.082,26.33,3.379,1551.93,1511.7182933956751,1058.2028053769725,cooling
7.213,13.571,37.98,3.759,2372.36,1883.4233089869804,1318.3963162908865,cooling
8.01,23.25,27.15,3.184,1472.82,1412.0997123681689,988.469798657718,cooling
7.717,3.0,35.99,4.705,2883.58,2363.977701262502,1654.7843908837513,cooling
7.923,11.425,24.48,5.536,803.26,811.7016976556184,568.1911883589329,cooling
7.916,9.679,40.39,2.351,2162.69,1653.685578834684,1157.5799051842787,cooling
7.643,3.534,28.52,5.0,826.78,772.4028400597907,540.6819880418535,irrigation
7.786,6.314,30.37,2.223,1066.83,963.3646378905544,674.3552465233881,cooling
7.463,10.249,31.73,3.662,1000.0,881.3678829543451,616.9575180680415,cooling
6.102,36.489,28.45,3.512,660.75,618.1010289990646,432.6707202993452,cooling
7.381,1.752,24.09,5.0,986.62,1004.9093501731512,703.4365451212059,irrigation
8.13,19.711,27.36,3.656,2080.85,1987.060733384263,1390.942513368984,cooling
12.375,42.92,19.81,1.096,4769.75,5322.193706761884,3725.5355947333182,not_usable
7.06,3.057,29.63,6.521,827.55,757.4135090609554,530.1894563426688,irrigation
3.514,53.899,28.38,2.168,5962.82,5585.256650430873,3909.679655301611,not_usable
6.553,3.578,23.17,7.17,748.28,776.7074942910525,543.6952460037368,irrigation
7.701,6.071,34.22,2.0,1874.87,1582.970280310706,1108.079196217494,not_usable
7.971,2.961,25.23,6.794,1410.75,1404.2902647820029,983.003185347402,irrigation
6.85,0.548,24.65,7.283,1007.54,1014.6424974823766,710.2497482376635,irrigation
2.59,34.68,26.72,1.283,6383.72,6171.423047177108,4319.996133023975,not_usable
11.846,64.585,17.0,1.244,6135.96,7304.714285714286,5113.3,not_usable
8.709,13.197,29.84,2.959,2374.06,2164.5331874544127,1515.1732312180889,cooling
7.399,0.512,26.08,6.576,993.0,972.0046985121378,680.4032889584964,irrigation
13.698,47.068,22.98,1.229,4970.7,5179.97082117549,3625.9795748228426,not_usable
8.46,18.498,28.54,4.343,1926.06,1798.711243929772,1259.0978707508405,cooling
7.163,9.214,26.67,1.752,1426.13,1380.0367718211728,966.0257402748208,not_usable
12.788,34.34,28.39,1.21,6175.2,5783.105450458887,4048.173815321221,not_usable
7.471,3.0,37.45,3.283,3383.96,2709.3354683747,1896.5348278622896,cooling
7.767,3.0,31.1,3.054,1901.29,1694.5543672014255,1186.188057040998,cooling
8.154,3.0,31.64,3.509,2563.43,2262.9149011299432,1584.0404307909605,cooling
6.924,3.154,22.97,6.958,200.0,208.46362309776944,145.9245361684386,irrigation
7.456,16.937,31.33,5.026,1704.61,1513.0569856204509,1059.1398899343155,cooling
2.749,20.0,36.6,1.736,4676.25,3795.657467532468,2656.9602272727275,not_usable
7.575,7.911,24.6,5.428,582.33,587.0262096774194,410.9183467741936,irrigation
